walk,age,floor,rent,area,rooms,ward_Adachi,ward_Arakawa,ward_Bunkyo,ward_Chiyoda,ward_Chuo,ward_Edogawa,ward_Itabashi,ward_Katsushika,ward_Kita,ward_Koto,ward_Meguro,ward_Minato,ward_Nakano,ward_Nerima,ward_Ota,ward_Setagaya,ward_Shibuya,ward_Shinagawa,ward_Shinjuku,ward_Suginami,ward_Sumida,ward_Taito,ward_Toshima,layout_type_DK,layout_type_K,layout_type_LDK,layout_type_LK,layout_type_R,layout_type_SDK,layout_type_SK,layout_type_SLDK
-0.8790236130541437,0.06306047280304446,-0.0055661123908722025,150000.0,-0.7219469608448876,-0.4343576143885845,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-1.2285661977748439,1.2171620077545955,-0.26683261237058964,220000.0,0.3305106756664708,-0.4343576143885845,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-1.2285661977748439,1.2171620077545955,-0.528099112350307,218000.0,0.3305106756664708,-0.4343576143885845,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-1.2285661977748439,0.16797879416227637,0.5169668875685627,159000.0,-0.6747633059078904,-0.4343576143885845,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-1.2285661977748439,0.16797879416227637,0.2557003875888452,163000.0,-0.6734526488263071,-0.4343576143885845,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-1.2285661977748439,0.06306047280304446,-0.26683261237058964,124000.0,-0.6721419917447239,-0.4343576143885845,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-1.2285661977748439,0.06306047280304446,-0.528099112350307,157000.0,-0.6760739629894735,-0.4343576143885845,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.8790236130541437,0.7974887223176679,-0.0055661123908722025,131000.0,-0.37724414838849013,-0.4343576143885845,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.8790236130541437,0.7974887223176679,-0.0055661123908722025,134000.0,-0.37724414838849013,-0.4343576143885845,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-1.2285661977748439,0.06306047280304446,-0.0055661123908722025,137000.0,-0.6662440348775992,-0.4343576143885845,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-1.2285661977748439,-0.04185784855618745,-0.7893656123300244,129000.0,-0.6269243224301013,-0.4343576143885845,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
